,coords,areas,subjs,regions
960,[-43.05 -41.35  32.8 ],['SMG' 'SMG'],OS70,parietal
961,[-46.55 -41.05  33.05],['SMG' 'SMG'],OS70,parietal
962,[-50.   -40.75  33.3 ],['SMG' 'SMG'],OS70,parietal
963,[-53.45 -40.4   33.5 ],['SMG' 'SMG'],OS70,parietal
964,[-36.95 -28.6   18.7 ],['PostCG' 'PostCG'],OS70,S1
965,[-40.25 -28.35  19.85],['PostCG' 'PostCG'],OS70,S1
966,[-43.55 -28.1   21.  ],['PostCG' 'PostCG'],OS70,S1
967,[-46.85 -27.9   22.15],['PostCG' 'PostCG'],OS70,S1
968,[-50.1 -27.7  23.3],['PostCG' 'PostCG'],OS70,S1
969,[-53.35 -27.45  24.5 ],['PostCG' 'PostCG'],OS70,S1
970,[-56.65 -27.2   25.65],['PostCG' 'PostCG'],OS70,S1
971,[-46.5 -13.4  -6. ],['STS' 'STS'],OS70,STS
972,[-49.9  -13.05  -5.4 ],['STS' 'STS'],OS70,STS
973,[-53.3  -12.75  -4.8 ],['STS' 'STS'],OS70,STS
974,[-56.75 -12.4   -4.2 ],['MTG' 'MTG'],OS70,MTG
975,[-60.2  -12.05  -3.6 ],['MTG' 'MTG'],OS70,MTG
976,[-34.5  -13.25   8.25],['INS' 'INS'],OS70,INS
977,[-37.9  -14.     7.95],['INS' 'INS'],OS70,INS
978,[-41.3  -14.75   7.65],['INS' 'INS'],OS70,INS
979,[-44.7 -15.5   7.3],['A1' 'A1'],OS70,A1
980,[-48.1  -16.25   6.95],['A1' 'A1'],OS70,A1
981,[-51.5  -17.     6.65],['A1' 'A1'],OS70,A1
982,[-54.9  -17.75   6.3 ],['STG' 'STG'],OS70,STG
983,[-58.3  -18.5    5.95],['STG' 'STG'],OS70,STG
984,[-61.7  -19.3    5.65],['STG' 'STG'],OS70,STG
985,[-29.35 -12.05  16.75],['INS' 'INS'],OS70,INS
986,[-32.65 -11.35  17.5 ],['INS' 'INS'],OS70,INS
987,[-36.   -10.65  18.3 ],['PreCG' 'PreCG'],OS70,M1
988,[-49.35  -7.85  21.45],['PreCG' 'PreCG'],OS70,M1
989,[-52.7   -7.15  22.2 ],['PreCG' 'PreCG'],OS70,M1
990,[-56.05  -6.45  23.  ],['PreCG' 'PreCG'],OS70,M1
991,[-26.2   1.5  -6.6],['AMY' 'AMY'],OS70,AMY
992,[-29.4    1.05  -5.2 ],['AMY' 'AMY'],OS70,AMY
993,[-32.6    0.6   -3.85],['INS' 'INS'],OS70,INS
994,[-35.8   0.2  -2.5],['INS' 'INS'],OS70,INS
995,[-39.   -0.2  -1.1],['INS' 'INS'],OS70,INS
996,[-42.2   -0.6    0.25],['INS' 'INS'],OS70,INS
997,[-45.4   -1.05   1.6 ],['STG' 'STG'],OS70,STG
998,[-48.6  -1.5   3. ],['STG' 'STG'],OS70,STG
999,[-51.8   -1.9    4.35],['STG' 'STG'],OS70,STG
1000,[-55.   -2.3   5.7],['STG' 'STG'],OS70,STG
1001,[-24.45  21.35 -15.05],['TP' 'TP'],OS70,TP
1002,[-27.75  20.2  -14.5 ],['TP' 'TP'],OS70,TP
1003,[-31.    19.05 -13.95],['TP' 'TP'],OS70,TP
1004,[-34.25  17.95 -13.4 ],['TP' 'TP'],OS70,TP
1005,[-37.5   16.85 -12.85],['TP' 'TP'],OS70,TP
1006,[-40.75  15.7  -12.3 ],['TP' 'TP'],OS70,TP
1007,[-44.05  14.55 -11.75],['TP' 'TP'],OS70,TP
1008,[-47.3   13.45 -11.2 ],['TP' 'TP'],OS70,TP
1009,[-50.55  12.3  -10.65],['TP' 'TP'],OS70,TP
1010,[-53.85  11.15 -10.1 ],['TP' 'TP'],OS70,TP
1011,[-35.75   3.8   18.3 ],['IFG' 'IFG'],OS70,VLPFC
1012,[-39.25   3.8   18.65],['IFG' 'IFG'],OS70,VLPFC
1013,[-42.75   3.8   19.  ],['IFG' 'IFG'],OS70,VLPFC
1014,[-46.25   3.8   19.35],['IFG' 'IFG'],OS70,VLPFC
1015,[-49.7    3.8   19.65],['IFG' 'IFG'],OS70,VLPFC
1016,[-32.65 -11.15  37.55],['IFS' 'IFS'],OS70,DLPFC
1017,[-36.15 -10.8   37.65],['IFS' 'IFS'],OS70,DLPFC
1018,[-39.65 -10.45  37.7 ],['PreCG' 'PreCG'],OS70,M1
1019,[-43.15 -10.1   37.75],['PreCG' 'PreCG'],OS70,M1
1020,[-46.6   -9.7   37.85],['PreCG' 'PreCG'],OS70,M1
1021,[ 3.  28.9 27.4],['ACC' 'ACC'],OS70,ACC
1022,[-0.35 28.65 28.35],['ACC' 'ACC'],OS70,ACC
1023,[-3.7  28.35 29.3 ],['ACC' 'ACC'],OS70,ACC
1024,[-17.1   27.35  33.2 ],['MFG' 'MFG'],OS70,DLPFC
1025,[-20.45  27.05  34.2 ],['MFG' 'MFG'],OS70,DLPFC
1026,[-23.8   26.8   35.15],['MFG' 'MFG'],OS70,DLPFC
1027,[-27.15  26.55  36.1 ],['MFG' 'MFG'],OS70,DLPFC
1028,[-30.5  26.3  37.1],['MFG' 'MFG'],OS70,DLPFC
1029,[-33.85  26.05  38.05],['MFG' 'MFG'],OS70,DLPFC
1030,[-37.2   -6.85   0.4 ],['INS' 'INS'],OS70,INS
1031,[-36.4   -7.8    3.65],['INS' 'INS'],OS70,INS
1032,[-35.6   -8.8    6.95],['INS' 'INS'],OS70,INS
1033,[-34.8   -9.75  10.2 ],['INS' 'INS'],OS70,INS
1034,[-34.   -10.7   13.45],['INS' 'INS'],OS70,INS
1035,[-33.2  -11.65  16.75],['INS' 'INS'],OS70,INS
1036,[-31.95 -13.05  21.65],['PreCG' 'PreCG'],OS70,M1
1037,[-26.6  -19.3   42.85],['MFG' 'MFG'],OS70,DLPFC
1038,[-25.8  -20.25  46.15],['MFG' 'MFG'],OS70,DLPFC
1039,[-25.  -21.2  49.4],['PreCG' 'PreCG'],OS70,M1
1040,[-24.2  -22.2   52.65],['PreCG' 'PreCG'],OS70,M1
1041,[-30081.987945   -6184.4338385 -19267.86873  ],['AMY' 'AMY'],LL13,AMY
1042,[-49376.059595  -9469.588335 -26553.47387 ],['MTG' 'MTG'],LL13,MTG
1043,[-54305.511425  -10393.3030955 -28415.42316  ],['MTG' 'MTG'],LL13,MTG
1044,[-59263.12546 -11334.85832 -30159.8308 ],['MTG' 'MTG'],LL13,MTG
1045,[-34362.072935 -28829.95201  -17944.599425],['HPC' 'HPC'],LL13,HPC
1046,[-50366.660485 -29112.004615 -17493.967735],['MTG' 'MTG'],LL13,MTG
1047,[-55430.156955 -29127.335385 -17308.321845],['MTG' 'MTG'],LL13,MTG
1048,[-60575.114595 -29108.933365 -16976.828965],['MTG' 'MTG'],LL13,MTG
1049,[-65676.0679   -29342.478965 -16507.416895],['MTG' 'MTG'],LL13,MTG
1050,[-40686.23698  -45881.12472  -14325.536185],['PHG' 'PHG'],LL13,PHC
1051,[-45495.310745 -48317.2729   -13998.849205],['FUG' 'FUG'],LL13,VS
1052,[-50280.164075 -50460.943205 -13712.7125  ],['ITG' 'ITG'],LL13,VS
1053,[-54091.741275 -52906.7822   -13357.172715],['ITG' 'ITG'],LL13,VS
1054,[-58001.921165 -55349.83385  -12994.873845],['ITG' 'ITG'],LL13,VS
1055,[-24105.307455  53144.94586   10812.95913 ],['MFG' 'MFG'],LL13,DLPFC
1056,[-26427.085085  56380.805645  13991.567555],['MFG' 'MFG'],LL13,DLPFC
1057,[-10756.682642  30138.139265  19970.223205],['ACC' 'ACC'],LL13,ACC
1058,[-19855.18249  36780.01483  39637.18909],['SMA' 'SMA'],LL13,premotor
1059,[-22212.102055  38429.121505  44242.414365],['SMA' 'SMA'],LL13,premotor
1060,[-24684.619025  39818.254995  49181.01473 ],['SMA' 'SMA'],LL13,premotor
1061,[ 33136.901195   -5237.3239175 -24511.914765 ],['AMY' 'AMY'],LL13,AMY
1062,[ 53505.56211    -3201.9432995 -23773.943995 ],['MTG' 'MTG'],LL13,MTG
1063,[ 58735.794215  -2772.009805 -23389.917095],['MTG' 'MTG'],LL13,MTG
1064,[ 39918.364465 -17609.363535 -18139.29392 ],['HPC' 'HPC'],LL13,HPC
1065,[ 44843.045735 -16689.385375 -18677.345165],['PHG' 'PHG'],LL13,PHC
1066,[ 49958.693635 -16082.56936  -19242.337205],['MTG' 'MTG'],LL13,MTG
1067,[ 55051.67853  -15542.87453  -19896.663245],['MTG' 'MTG'],LL13,MTG
1068,[ 60229.554475 -15047.725015 -20853.836105],['MTG' 'MTG'],LL13,MTG
1069,[ 65313.3212   -14821.68599  -21713.921735],['MTG' 'MTG'],LL13,MTG
1070,[ 69154.784595 -14583.319065 -22195.648995],['MTG' 'MTG'],LL13,MTG
1071,[ 44860.62822   -50708.16816    -9921.5719475],['FUG' 'FUG'],LL13,VS
1072,[ 48963.97506  -54091.78363  -11392.621325],['ITG' 'ITG'],LL13,VS
1073,[ 52984.64838 -56851.86044 -12543.22477],['ITG' 'ITG'],LL13,VS
1074,[ 57165.970325 -59239.521005 -13317.72125 ],['ITG' 'ITG'],LL13,VS
1075,[26528.09943  45741.947645 24515.80768 ],['MFG' 'MFG'],LL13,DLPFC
1076,[27395.90762  47318.043165 29030.874185],['MFG' 'MFG'],LL13,DLPFC
1077,[28896.002645 48979.665645 33958.08656 ],['SFG' 'SFG'],LL13,premotor
1078,[38622.070495 29263.3373   22493.92039 ],['MFG' 'MFG'],LL13,DLPFC
1079,[43661.78114  29694.030915 23225.72113 ],['MFG' 'MFG'],LL13,DLPFC
1080,[48777.842185 29799.364795 23909.181135],['MFG' 'MFG'],LL13,DLPFC
1081,[ 24.03567727  -4.94770853 -23.41184283],['AMY' 'AMY'],BJH052,AMY
1082,[ 28.75872699  -4.35676562 -24.07286379],['AMY' 'AMY'],BJH052,AMY
1083,[ 51.35560165  -3.36195384 -26.58775864],['MTG' 'MTG'],BJH052,MTG
1084,[ 27.86330205 -14.07171049 -19.80069855],['HPC' 'HPC'],BJH052,HPC
1085,[ 46.37855695 -16.99631776 -17.12323171],['PHC' 'PHC'],BJH052,PHC
1086,[ 36.53485254  10.99388563 -42.2868657 ],['TP' 'TP'],BJH052,TP
1087,[ 39.23904038  10.13816821 -40.5640933 ],['TP' 'TP'],BJH052,TP
1088,[ 41.92581022   9.75602823 -38.25428944],['TP' 'TP'],BJH052,TP
1089,[ 44.63882405   9.40020274 -36.47743155],['TP' 'TP'],BJH052,TP
1090,[ 47.35183789   9.04437726 -34.70057366],['TP' 'TP'],BJH052,TP
1091,[ 50.02978173   8.16234533 -32.44485529],['TP' 'TP'],BJH052,TP
1092,[ 53.19926053   7.26048091 -30.6924129 ],['TP' 'TP'],BJH052,TP
1093,[ 56.37756534   6.85850843 -28.88588501],['TP' 'TP'],BJH052,TP
1094,[ 58.62528821   6.54882994 -27.13869711],['TP' 'TP'],BJH052,TP
1095,[ 27.12408411 -20.66212965 -27.01258711],['PHC' 'PHC'],BJH052,PHC
1096,[ 30.87265589 -21.00499113 -27.30817309],['PHC' 'PHC'],BJH052,PHC
1097,[ 34.1296927  -21.32802011 -27.10048311],['FUG' 'FUG'],BJH052,VS
1098,[ 36.92143853 -21.6049021  -26.92246312],['FUG' 'FUG'],BJH052,VS
1099,[ 40.17847534 -21.92793108 -26.71477313],['FUG' 'FUG'],BJH052,VS
1100,[ 43.46175614 -22.22464556 -27.04002911],['FUG' 'FUG'],BJH052,VS
1101,[ 46.74503695 -22.52136004 -27.36528509],['FUG' 'FUG'],BJH052,VS
1102,[-16.95303529  -7.82623249 -18.70205461],['AMY' 'AMY'],BJH052,AMY
1103,[-20.20124609  -7.00331157 -18.8556591 ],['AMY' 'AMY'],BJH052,AMY
1104,[-23.4494569   -6.18039065 -19.0092636 ],['AMY' 'AMY'],BJH052,AMY
1105,[-26.73273771  -5.88367617 -18.68400762],['AMY' 'AMY'],BJH052,AMY
1106,[-30.01601851  -5.58696169 -18.35875164],['AMY' 'AMY'],BJH052,AMY
1107,[-33.27305532  -5.26393271 -18.56644162],['AMY' 'AMY'],BJH052,AMY
1108,[-43.08782773  -3.84758282 -18.06953415],['INS' 'INS'],BJH052,INS
1109,[-52.90260015  -2.43123294 -17.57262668],['STS' 'STS'],BJH052,STS
1110,[-21.29905402 -13.4622418  -18.55221862],['HPC' 'HPC'],BJH052,HPC
1111,[-24.56491683 -13.63910476 -18.81399411],['HPC' 'HPC'],BJH052,HPC
1112,[-27.83077963 -13.81596772 -19.07576959],['HPC' 'HPC'],BJH052,HPC
1113,[-50.35728029 -12.28500529 -16.82339323],['STS' 'STS'],BJH052,STS
1114,[-53.6493871  -12.48818275 -16.55222274],['STS' 'STS'],BJH052,STS
1115,[-56.9326679  -12.19146827 -16.22696676],['STS' 'STS'],BJH052,STS
1116,[-60.21594871 -11.89475379 -15.90171078],['MTG' 'MTG'],BJH052,MTG
1117,[-63.49922951 -11.59803931 -15.5764548 ],['MTG' 'MTG'],BJH052,MTG
1118,[-66.78251032 -11.30132483 -15.25119882],['MTG' 'MTG'],BJH052,MTG
1119,[-33.65131628 -29.72592484 -12.60573997],['HPC' 'HPC'],BJH052,HPC
1120,[-36.93459708 -29.42921036 -12.28048399],['PHC' 'PHC'],BJH052,PHC
1121,[-50.1378603  -29.29476531 -10.02173913],['ITG' 'ITG'],BJH052,VS
1122,[-53.4211411  -28.99805083  -9.69648315],['STS' 'STS'],BJH052,STS
1123,[-56.71324791 -29.20122829  -9.42531267],['STS' 'STS'],BJH052,STS
1124,[-59.54006374 -29.45055275  -9.12447218],['STS' 'STS'],BJH052,STS
1125,[-62.82334455 -29.15383827  -8.7992162 ],['MTG' 'MTG'],BJH052,MTG
1126,[-66.13286935 -28.88343829  -7.94101426],['MTG' 'MTG'],BJH052,MTG
1127,[-33.36382928  -4.32957471 -35.68005259],['TP' 'TP'],BJH052,TP
1128,[-36.61204009  -3.50665379 -35.83365709],['TP' 'TP'],BJH052,TP
1129,[-39.8602509   -2.68373287 -35.98726158],['TP' 'TP'],BJH052,TP
1130,[-43.1084617   -1.86081194 -36.14086607],['TP' 'TP'],BJH052,TP
1131,[-46.34784651  -0.53799908 -36.24038506],['TP' 'TP'],BJH052,TP
1132,[-49.13076635   0.23877484 -36.36431956],['TP' 'TP'],BJH052,TP
1133,[-52.37897715   1.06169576 -36.51792405],['TP' 'TP'],BJH052,TP
1134,[-55.62718796   1.88461668 -36.67152854],['TP' 'TP'],BJH052,TP
1135,[-30.08703451   9.60743208 -29.10736949],['TP' 'TP'],BJH052,TP
1136,[ -5.02099802  16.87650253 -21.62696594],['OFC' 'OFC'],BJH052,OFC
1137,[ -8.28686083  16.69963957 -21.88874143],['OFC' 'OFC'],BJH052,OFC
1138,[-11.11367666  16.45031511 -21.58790095],['OFC' 'OFC'],BJH052,OFC
1139,[-14.40578346  16.24713765 -21.31673046],['OFC' 'OFC'],BJH052,OFC
1140,[-17.67164627  16.0702747  -21.57850595],['OFC' 'OFC'],BJH052,OFC
1141,[-20.93750907  15.89341174 -21.84028143],['OFC' 'OFC'],BJH052,OFC
1142,[-24.20337188  15.71654878 -22.10205692],['OFC' 'OFC'],BJH052,OFC
1143,[-27.47806068  15.03979388 -22.4179179 ],['OFC' 'OFC'],BJH052,OFC
1144,[-30.77016748  14.83661642 -22.14674741],['OFC' 'OFC'],BJH052,OFC
1145,[-33.59698332  14.58729196 -21.84590693],['OFC' 'OFC'],BJH052,OFC
1146,[-36.86284612  14.410429   -22.10768242],['OFC' 'OFC'],BJH052,OFC
1147,[-40.12870892  14.23356604 -22.3694579 ],['TP' 'TP'],BJH052,TP
1148,[-43.39457173  14.05670308 -22.63123338],['TP' 'TP'],BJH052,TP
1149,[-46.66043453  13.87984012 -22.89300887],['TP' 'TP'],BJH052,TP
1150,[-49.93512334  13.20308522 -23.20886985],['TP' 'TP'],BJH052,TP
1151,[-53.20098614  13.02622226 -23.47064533],['TP' 'TP'],BJH052,TP
1152,[-25.62891174 -16.60518985 -27.2757921 ],['EC' 'EC'],BJH052,EC
1153,[-28.91219255 -16.30847537 -26.95053612],['EC' 'EC'],BJH052,EC
1154,[-32.14298536 -15.95913188 -27.69117207],['EC' 'EC'],BJH052,EC
1155,[-35.40002216 -15.6361029  -27.89886206],['EC' 'EC'],BJH052,EC
1156,[-38.68330297 -15.33938842 -27.57360608],['PRH' 'PRH'],BJH052,PRH
1157,[-41.94033977 -15.01635944 -27.78129607],['PRH' 'PRH'],BJH052,PRH
1158,[-45.19737658 -14.69333046 -27.98898605],['FUG' 'FUG'],BJH052,VS
1159,[-48.45441339 -14.37030148 -28.19667604],['FUG' 'FUG'],BJH052,VS
1160,[-51.73769419 -14.073587   -27.87142006],['ITG' 'ITG'],BJH052,VS
1161,[-55.012149   -13.27698058 -27.49207858],['ITG' 'ITG'],BJH052,VS
1162,[-58.2603598  -12.45405966 -27.64568308],['ITG' 'ITG'],BJH052,VS
1163,[-61.51739661 -12.13103068 -27.85337306],['ITG' 'ITG'],BJH052,VS
1164,[-64.78325941 -12.30789364 -28.11514855],['MTG' 'MTG'],BJH052,MTG
1165,[-19.39499011 -40.65442862 -12.71359447],['PHC' 'PHC'],BJH052,PHC
1166,[-22.66085292 -40.83129158 -12.97536995],['PHC' 'PHC'],BJH052,PHC
1167,[-25.91788972 -40.5082626  -13.18305994],['PHC' 'PHC'],BJH052,PHC
1168,[-29.17492653 -40.18523361 -13.39074992],['PHC' 'PHC'],BJH052,PHC
1169,[-32.40571934 -39.83589013 -14.13138588],['PHC' 'PHC'],BJH052,PHC
1170,[-35.20629117 -40.05890009 -14.36349137],['FUG' 'FUG'],BJH052,VS
1171,[-38.47215397 -40.23576305 -14.62526685],['FUG' 'FUG'],BJH052,VS
1172,[-42.19448175 -39.86658707 -14.86262684],['ITS' 'ITS'],BJH052,VS
1173,[-45.45151856 -39.54355809 -15.07031682],['ITS' 'ITS'],BJH052,VS
1174,[-48.68231136 -39.19421461 -15.81095278],['ITS' 'ITS'],BJH052,VS
1175,[-51.94817417 -39.37107757 -16.07272826],['MTG' 'MTG'],BJH052,MTG
1176,[-55.21403697 -39.54794053 -16.33450375],['ITG' 'ITG'],BJH052,VS
1177,[-58.47107378 -39.22491155 -16.54219374],['ITG' 'ITG'],BJH052,VS
1178,[-61.72811059 -38.90188257 -16.74988372],['ITG' 'ITG'],BJH052,VS
1179,[ -6.8815799  -22.79932937  -1.80898063],['THAL' 'THAL'],BJH052,THAL
1180,[-10.1999307  -23.02882133  -1.00486417],['THAL' 'THAL'],BJH052,THAL
1181,[-13.49203751 -23.23199879  -0.73369369],['THAL' 'THAL'],BJH052,THAL
1182,[-24.32518386 -23.77555168   0.55342373],['THAL' 'THAL'],BJH052,THAL
1183,[-34.71928325 -24.39156606   2.40315712],['PUT' 'PUT'],BJH052,N
1184,[-37.57234308 -24.66720502   3.23694357],['INS' 'INS'],BJH052,INS
1185,[-40.89069388 -24.89669698   4.04106002],['INS' 'INS'],BJH052,INS
1186,[-44.20904468 -25.12618894   4.84517648],['A1' 'A1'],BJH052,A1
1187,[-47.50115149 -25.3293664    5.11634696],['A1' 'A1'],BJH052,A1
1188,[-55.50748201 -25.62359482   6.1026239 ],['A1' 'A1'],BJH052,A1
1189,[-63.04852156 -25.96397025   7.11857084],['A1' 'A1'],BJH052,A1
1190,[-65.87533739 -26.21329471   7.41941132],['STG' 'STG'],BJH052,STG
1191,[-69.1936882  -26.44278667   8.22352777],['STG' 'STG'],BJH052,STG
1192,[-11.58665662 -31.25057239   4.4657795 ],['THAL' 'THAL'],BJH052,THAL
1193,[-14.88758942 -31.95364179   4.68286449],['THAL' 'THAL'],BJH052,THAL
1194,[-25.70331778 -32.97077211   5.38295045],['THAL' 'THAL'],BJH052,THAL
1195,[-36.51904613 -33.98790243   6.0830364 ],['A1' 'A1'],BJH052,A1
1196,[-39.78490894 -34.16476539   5.82126092],['A1' 'A1'],BJH052,A1
1197,[-43.07701574 -34.36794285   6.0924314 ],['A1' 'A1'],BJH052,A1
1198,[-46.36912255 -34.57112031   6.36360189],['A1' 'A1'],BJH052,A1
1199,[-53.8927441  -35.38507318   6.79251736],['A1' 'A1'],BJH052,A1
1200,[-61.41636565 -36.19902604   7.22143284],['STG' 'STG'],BJH052,STG
1201,[-8.17013685 -7.82201718  2.92225009],['THAL' 'THAL'],BJH052,THAL
1202,[-11.01437068  -7.59776419   3.81012203],['THAL' 'THAL'],BJH052,THAL
1203,[-21.89117904  -7.69405414   6.21721689],['THAL' 'THAL'],BJH052,THAL
1204,[-32.76798739  -7.79034408   8.62431174],['PUT' 'PUT'],BJH052,N
1205,[-35.61222122  -7.5660911    9.51218369],['INS' 'INS'],BJH052,INS
1206,[-38.92174603  -7.29569112  10.37038564],['INS' 'INS'],BJH052,INS
1207,[-42.23127083  -7.02529114  11.22858759],['INS' 'INS'],BJH052,INS
1208,[-49.79855438  -7.39198106  12.77748049],['PreCG' 'PreCG'],BJH052,M1
1209,[-57.39208194  -7.78498549  14.85931937],['PostCG' 'PostCG'],BJH052,S1
1210,[-60.23631577  -7.5607325   15.74719132],['PostCG' 'PostCG'],BJH052,S1
1211,[-63.51959657  -7.26401802  16.0724473 ],['PostCG' 'PostCG'],BJH052,S1
1212,[-32.63077638   7.63448174 -16.06465678],['PIR' 'PIR'],BJH052,N
1213,[-34.59668226   9.18717305 -13.35635044],['INS' 'INS'],BJH052,INS
1214,[-36.57141415  10.23997242 -10.7021296 ],['INS' 'INS'],BJH052,INS
1215,[-38.54614604  11.29277179  -8.04790876],['INS' 'INS'],BJH052,INS
1216,[-40.53829593  12.8191486   -4.80665645],['INS' 'INS'],BJH052,INS
1217,[-42.06515485  14.29937841  -1.53573415],['INS' 'INS'],BJH052,INS
1218,[-43.57459576  15.30603078   1.14815669],['IFG' 'IFG'],BJH052,VLPFC
1219,[-45.54932765  16.35883015   3.80237753],['IFG' 'IFG'],BJH052,VLPFC
1220,[-47.52405954  17.41162952   6.45659837],['IFG' 'IFG'],BJH052,VLPFC
1221,[-49.48996543  18.96432083   9.1649047 ],['IFG' 'IFG'],BJH052,VLPFC
1222,[-51.48211532  20.49069764  12.40615701],['IFG' 'IFG'],BJH052,VLPFC
1223,[-53.44802121  22.04338895  15.11446335],['IFG' 'IFG'],BJH052,VLPFC
1224,[-55.41392709  23.59608026  17.82276968],['IFG' 'IFG'],BJH052,VLPFC
1225,[ -2.97504316  34.57636795 -26.57326115],['OFC' 'OFC'],BJH052,OFC
1226,[ -6.31081196  34.82045343 -25.18211324],['OFC' 'OFC'],BJH052,OFC
1227,[ -9.68165076  34.53833247 -23.31210485],['OFC' 'OFC'],BJH052,OFC
1228,[-18.27566626  34.65857048 -19.63668257],['OFC' 'OFC'],BJH052,OFC
1229,[-21.61143506  34.90265596 -18.24553465],['OFC' 'OFC'],BJH052,OFC
1230,[-24.95602986  34.6468495  -16.90847223],['OFC' 'OFC'],BJH052,OFC
1231,[-27.37004272  34.29874905 -15.51206982],['OFC' 'OFC'],BJH052,OFC
1232,[-30.24052055  34.49668753 -14.0912519 ],['OFC' 'OFC'],BJH052,OFC
1233,[-33.61135935  34.21456657 -12.22124351],['OFC' 'OFC'],BJH052,OFC
1234,[-36.95595416  33.95876011 -10.88418109],['OFC' 'OFC'],BJH052,OFC
1235,[-40.29172296  34.20284559  -9.49303318],['OFC' 'OFC'],BJH052,OFC
1236,[-43.16220079  34.40078407  -8.07221526],['OFC' 'OFC'],BJH052,OFC
1237,[-46.03267862  34.59872256  -6.65139735],['IFG' 'IFG'],BJH052,VLPFC
1238,[-1.97349931 30.49701458 28.44936254],['ACC' 'ACC'],BJH052,ACC
1239,[-5.21311811 30.34646612 27.65464109],['ACC' 'ACC'],BJH052,ACC
1240,[-8.45273692 30.19591766 26.85991964],['ACC' 'ACC'],BJH052,ACC
1241,[-39.24828097 -58.26539014  22.10511695],['IP' 'IP'],BJH052,parietal
1242,[-46.71918053 -57.55335268  22.16334294],['IP' 'IP'],BJH052,parietal
1243,[-54.62912705 -56.76885373  21.65895297],['STG' 'STG'],BJH052,STG
1244,[-57.88616386 -56.44582475  21.45126299],['STG' 'STG'],BJH052,STG
1245,[37.92318606 10.16813517 -5.0463713 ],['INS' 'INS'],OS61,INS
1246,[37.84123387 10.79622203 -1.60416406],['INS' 'INS'],OS61,INS
1247,[37.75928167 11.42430889  1.83804319],['INS' 'INS'],OS61,INS
1248,[37.67732949 12.05239576  5.28025044],['INS' 'INS'],OS61,INS
1249,[37.5953773  12.68048262  8.72245769],['INS' 'INS'],OS61,INS
1250,[37.51342511 13.30856948 12.16466493],['INS' 'INS'],OS61,INS
1251,[37.43147293 13.93665635 15.60687217],['INS' 'INS'],OS61,INS
1252,[37.34952074 14.56474321 19.04907942],['IFG' 'IFG'],OS61,VLPFC
1253,[37.26756855 15.19283008 22.49128668],['IFG' 'IFG'],OS61,VLPFC
1254,[37.18561637 15.82091695 25.93349392],['IFS' 'IFS'],OS61,DLPFC
1255,[37.10366417 16.44900381 29.37570116],['MFG' 'MFG'],OS61,DLPFC
1256,[37.02171199 17.07709067 32.81790841],['MFS' 'MFS'],OS61,N
1257,[36.77585542 18.96135127 43.14453015],['MFG' 'MFG'],OS61,DLPFC
1258,[ 43.25264245 -48.8106868   -8.86020283],['ITS' 'ITS'],OS61,VS
1259,[ 46.75181963 -48.73672885  -8.84319464],['ITS' 'ITS'],OS61,VS
1260,[ 50.25099681 -48.66277091  -8.82618646],['ITG' 'ITG'],OS61,VS
1261,[ 53.75017399 -48.58881297  -8.80917827],['ITG' 'ITG'],OS61,VS
1262,[ 57.24935118 -48.51485502  -8.79217009],['ITG' 'ITG'],OS61,VS
1263,[ 49.93904354 -36.76325905  -5.6951681 ],['MTS' 'MTS'],OS61,N
1264,[ 53.4365666  -36.65822778  -5.77454665],['MTS' 'MTS'],OS61,N
1265,[ 56.93408965 -36.55319651  -5.8539252 ],['MTG' 'MTG'],OS61,MTG
1266,[ 60.43161269 -36.44816523  -5.93330375],['MTG' 'MTG'],OS61,MTG
1267,[ 35.12510594 -29.29001201  -6.39152763],['HPC' 'HPC'],OS61,HPC
1268,[ 45.49506554 -28.99247299  -8.01183878],['STS' 'STS'],OS61,STS
1269,[ 37.45954288 -22.32831146  -8.33976062],['HPC' 'HPC'],OS61,HPC
1270,[ 40.95490126 -22.14880572  -8.32402953],['HPC' 'HPC'],OS61,HPC
1271,[ 44.45025965 -21.96929997  -8.30829844],['STS' 'STS'],OS61,STS
1272,[ 47.94561803 -21.78979423  -8.29256735],['STS' 'STS'],OS61,STS
1273,[ 51.44097641 -21.61028849  -8.27683625],['STS' 'STS'],OS61,STS
1274,[ 54.93633479 -21.43078274  -8.26110516],['STS' 'STS'],OS61,STS
1275,[ 58.43169318 -21.251277    -8.24537407],['MTG' 'MTG'],OS61,MTG
1276,[ 61.92705156 -21.07177126  -8.22964298],['MTG' 'MTG'],OS61,MTG
1277,[ 40.20113125 -17.72247505 -16.39690441],['PRH' 'PRH'],OS61,PRH
1278,[ 43.69104605 -17.54308521 -16.20116471],['ITS' 'ITS'],OS61,VS
1279,[ 47.18096084 -17.36369537 -16.00542501],['ITS' 'ITS'],OS61,VS
1280,[ 50.67087563 -17.18430553 -15.80968533],['ITS' 'ITS'],OS61,VS
1281,[ 54.16079042 -17.00491569 -15.61394564],['MTG' 'MTG'],OS61,MTG
1282,[ 57.65070522 -16.82552585 -15.41820594],['MTG' 'MTG'],OS61,MTG
1283,[ 47.81449993  -3.30164676 -17.24958794],['STS' 'STS'],OS61,STS
1284,[ 51.24394191  -2.63897638 -17.4727373 ],['STS' 'STS'],OS61,STS
1285,[ 54.67338389  -1.976306   -17.69588666],['MTG' 'MTG'],OS61,MTG
