,coords,areas,subjs,regions
1600,[-17.75115669  19.44443691 -17.07328385],['OFC' 'OFC'],BJH056,OFC
1601,[-21.58647819  19.75107689 -15.92754292],['OFC' 'OFC'],BJH056,OFC
1602,[-25.43791619  20.74054883 -14.37641401],['OFC' 'OFC'],BJH056,OFC
1603,[-28.74771068  21.74591277 -12.8298981 ],['OFC' 'OFC'],BJH056,OFC
1604,[-32.05750518  22.75127671 -11.2833822 ],['OFC' 'OFC'],BJH056,OFC
1605,[-35.36729967  23.75664065  -9.73686629],['OFC' 'OFC'],BJH056,OFC
1606,[-39.19682917  24.5371706   -8.74246235],['OFC' 'OFC'],BJH056,OFC
1607,[-43.04826717  25.52664254  -7.19133345],['OFC' 'OFC'],BJH056,OFC
1608,[-46.36385366  26.0581165   -5.49348055],['OFC' 'OFC'],BJH056,OFC
1609,[-49.65173966  26.85453845  -4.50368961],['OFC' 'OFC'],BJH056,OFC
1610,[-52.96153416  27.85990239  -2.9571737 ],['IFG' 'IFG'],BJH056,VLPFC
1611,[ 14.8476738   -5.42688554 -19.7015496 ],['AMY' 'AMY'],BJH056,AMY
1612,[ 18.6449703   -4.84175157 -19.88517759],['AMY' 'AMY'],BJH056,AMY
1613,[ 22.4364748   -4.73050757 -19.91746859],['AMY' 'AMY'],BJH056,AMY
1614,[ 26.2337713   -4.1453736  -20.10109659],['AMY' 'AMY'],BJH056,AMY
1615,[ 45.1706448   -1.27570974 -19.75444963],['STS' 'STS'],BJH056,STS
1616,[ 48.9679413   -0.69057576 -19.93807762],['STS' 'STS'],BJH056,STS
1617,[ 52.7594458   -0.57933176 -19.97036862],['MTG' 'MTG'],BJH056,MTG
1618,[ 5.65567423e+01  5.80220600e-03 -2.01539966e+01],['MTG' 'MTG'],BJH056,MTG
1619,[ 60.3540388    0.59093618 -20.33762461],['MTG' 'MTG'],BJH056,MTG
1620,[ 33.8278588  -13.02372505 -20.37657454],['HPC' 'HPC'],BJH056,HPC
1621,[ 37.5916628  -13.17742903 -19.70080358],['FUG' 'FUG'],BJH056,VS
1622,[ 48.9165673  -12.89970303 -18.53288965],['STS' 'STS'],BJH056,STS
1623,[ 52.7080718  -12.78845903 -18.56518065],['STS' 'STS'],BJH056,STS
1624,[ 56.4995763  -12.67721503 -18.59747165],['MTG' 'MTG'],BJH056,MTG
1625,[ 60.2691723  -12.35702904 -18.07303769],['MTG' 'MTG'],BJH056,MTG
1626,[ 38.5495393  -29.41084004 -16.38608371],['PHC' 'PHC'],BJH056,PHC
1627,[ 43.4726803  -31.31630792 -17.64376463],['FUG' 'FUG'],BJH056,VS
1628,[ 48.3958213  -33.22177581 -18.90144554],['FUG' 'FUG'],BJH056,VS
1629,[ 53.29126179 -35.39219167 -19.4510645 ],['ITG' 'ITG'],BJH056,VS
1630,[ 58.20861079 -37.77154952 -20.55740843],['ITG' 'ITG'],BJH056,VS
1631,[ 63.13175179 -39.6770174  -21.81508935],['ITG' 'ITG'],BJH056,VS
1632,[ 30.81700625   2.70158193 -40.36451042],['TP' 'TP'],BJH056,TP
1633,[ 34.02305025   3.21481791 -39.27873849],['TP' 'TP'],BJH056,TP
1634,[ 37.77073776   3.74394589 -38.19757956],['TP' 'TP'],BJH056,TP
1635,[ 41.51842526   4.27307386 -37.11642062],['TP' 'TP'],BJH056,TP
1636,[ 44.70256076   4.99525183 -35.47392372],['TP' 'TP'],BJH056,TP
1637,[ 48.42833977   5.7333218  -33.83603983],['TP' 'TP'],BJH056,TP
1638,[ 52.17602727   6.26244978 -32.75488089],['TP' 'TP'],BJH056,TP
1639,[ 26.22624277  -4.49297962 -33.70646578],['EC' 'EC'],BJH056,EC
1640,[ 30.01774727  -4.38173562 -33.73875678],['PRH' 'PRH'],BJH056,PRH
1641,[ 33.81504377  -3.79660165 -33.92238478],['PRH' 'PRH'],BJH056,PRH
1642,[ 37.61234027  -3.21146768 -34.10601277],['FUG' 'FUG'],BJH056,VS
1643,[ 41.40963677  -2.62633371 -34.28964076],['FUG' 'FUG'],BJH056,VS
1644,[ 45.20693326  -2.04119974 -34.47326875],['ITG' 'ITG'],BJH056,VS
1645,[ 48.99843776  -1.92995574 -34.50555975],['ITG' 'ITG'],BJH056,VS
1646,[ 32.28426479 -24.42967837 -22.34652037],['FUG' 'FUG'],BJH056,VS
1647,[ 36.06997729 -24.79232435 -22.22747438],['FUG' 'FUG'],BJH056,VS
1648,[ 39.87180629 -25.83780228 -22.51381636],['FUG' 'FUG'],BJH056,VS
1649,[ 43.13199179 -26.89917221 -22.79554534],['FUG' 'FUG'],BJH056,VS
1650,[ 46.91770429 -27.26181818 -22.67649935],['FUG' 'FUG'],BJH056,VS
1651,[ 50.70341679 -27.62446415 -22.55745335],['ITG' 'ITG'],BJH056,VS
1652,[ 54.48333729 -28.46100009 -22.28707037],['ITG' 'ITG'],BJH056,VS
1653,[ 58.26325779 -29.29753603 -22.01668738],['ITG' 'ITG'],BJH056,VS
1654,[ 62.04897029 -29.66018201 -21.89764139],['ITG' 'ITG'],BJH056,VS
1655,[ 30.86933431  10.44913755 -14.15904   ],['INS' 'INS'],BJH056,INS
1656,[ 34.09149482  10.27954157 -13.47865604],['INS' 'INS'],BJH056,INS
1657,[ 37.84950682   9.65194762 -12.65154809],['INS' 'INS'],BJH056,INS
1658,[ 41.60751882   9.02435367 -11.82444014],['INS' 'INS'],BJH056,INS
1659,[ 45.37132282   8.87064968 -11.14866918],['STG' 'STG'],BJH056,STG
1660,[ 49.13512682   8.7169457  -10.47289822],['STG' 'STG'],BJH056,STG
1661,[52.35149532  8.07345975 -9.64117727],['STG' 'STG'],BJH056,STG
1662,[56.10950733  7.4458658  -8.81406931],['STG' 'STG'],BJH056,STG
1663,[ 5.17761386 -7.74905733  5.9706709 ],['THAL' 'THAL'],BJH056,THAL
1664,[ 8.43779936 -8.81042726  5.68894192],['THAL' 'THAL'],BJH056,THAL
1665,[ 19.29131835 -10.80603112   5.08857996],['PAL' 'PAL'],BJH056,N
1666,[ 23.09314735 -11.85150905   4.80223798],['PAL' 'PAL'],BJH056,N
1667,[ 26.89497635 -12.89698699   4.515896  ],['PUT' 'PUT'],BJH056,N
1668,[ 30.15516185 -13.95835692   4.23416702],['PUT' 'PUT'],BJH056,N
1669,[ 33.93508235 -14.79489286   4.50455   ],['CLAUS' 'CLAUS'],BJH056,N
1670,[ 37.73691135 -15.84037079   4.21820802],['INS' 'INS'],BJH056,INS
1671,[ 41.53874035 -16.88584872   3.93186604],['INS' 'INS'],BJH056,INS
1672,[ 45.34056935 -17.93132665   3.64552406],['A1' 'A1'],BJH056,A1
1673,[ 48.60654685 -18.51880661   3.21245809],['A1' 'A1'],BJH056,A1
1674,[ 52.41416785 -19.09039457   2.77477911],['A1' 'A1'],BJH056,A1
1675,[ 56.21599685 -20.1358725    2.48843713],['A1' 'A1'],BJH056,A1
1676,[ 59.45427385 -20.98830045   2.76343312],['STG' 'STG'],BJH056,STG
1677,[ 63.25610285 -22.03377838   2.47709114],['STG' 'STG'],BJH056,STG
1678,[ 6.8120949  32.84070228 19.19508894],['ACC' 'ACC'],BJH056,ACC
1679,[10.5978074  32.47805631 19.31413494],['ACC' 'ACC'],BJH056,ACC
1680,[44.74778889 31.63969841 18.36407698],['MFG' 'MFG'],BJH056,DLPFC
1681,[48.53929339 31.75094241 18.33178598],['MFG' 'MFG'],BJH056,DLPFC
1682,[52.33079789 31.86218641 18.29949498],['MFG' 'MFG'],BJH056,DLPFC
1683,[56.12230239 31.97343041 18.26720398],['MFG' 'MFG'],BJH056,DLPFC
1684,[  5.6420048   16.50469112 -19.85530768],['OFC' 'OFC'],BJH056,OFC
1685,[  9.3954843   17.50770907 -18.92548574],['OFC' 'OFC'],BJH056,OFC
1686,[ 12.60732031  18.49483502 -17.9910508 ],['OFC' 'OFC'],BJH056,OFC
1687,[ 16.36659181  19.97174294 -17.21256586],['OFC' 'OFC'],BJH056,OFC
1688,[ 20.12007131  20.97476089 -16.28274392],['OFC' 'OFC'],BJH056,OFC
1689,[ 23.33190731  21.96188684 -15.34830898],['OFC' 'OFC'],BJH056,OFC
1690,[ 26.54953532  23.42290276 -14.56521103],['OFC' 'OFC'],BJH056,OFC
1691,[ 30.30301482  24.42592071 -13.63538909],['OFC' 'OFC'],BJH056,OFC
1692,[ 34.05649432  25.42893866 -12.70556715],['OFC' 'OFC'],BJH056,OFC
1693,[ 37.26833032  26.41606461 -11.77113221],['OFC' 'OFC'],BJH056,OFC
1694,[ 41.02180983  27.41908256 -10.84131027],['OFC' 'OFC'],BJH056,OFC
1695,[ 44.78108133  28.89599048 -10.06282533],['OFC' 'OFC'],BJH056,OFC
1696,[47.99291733 29.88311643 -9.12839039],['IFG' 'IFG'],BJH056,VLPFC
1697,[51.74639683 30.88613438 -8.19856845],['IFG' 'IFG'],BJH056,VLPFC
1698,[ 51.19845   -5.378665 -26.9295  ],['ITS' 'ITS'],LL31,VS
1699,[ 56.47245  -5.02096 -26.8085 ],['MTG' 'MTG'],LL31,MTG
1700,[ 61.91985   -4.743955 -26.95565 ],['MTG' 'MTG'],LL31,MTG
1701,[ 48.2021  -25.63015 -12.44505],['STS' 'STS'],LL31,STS
1702,[ 53.6676  -26.07945 -11.9772 ],['MTG' 'MTG'],LL31,MTG
1703,[ 59.08115 -26.39175 -10.8784 ],['MTG' 'MTG'],LL31,MTG
1704,[ 64.27315 -26.2413   -9.89575],['MTG' 'MTG'],LL31,MTG
1705,[ 69.6895  -26.28375  -8.66955],['MTG' 'MTG'],LL31,MTG
1706,[ 52.33035  -40.9247    -6.817755],['MTG' 'MTG'],LL31,MTG
1707,[ 57.6837  -41.31215  -6.68326],['MTG' 'MTG'],LL31,MTG
1708,[ 62.81685 -41.11655  -5.62556],['MTG' 'MTG'],LL31,MTG
1709,[ 67.68995  -40.96165   -4.919965],['MTG' 'MTG'],LL31,MTG
1710,[ 58.522    -43.62875   -6.573155],['MTG' 'MTG'],LL31,MTG
1711,[ 62.77315 -41.4407   -4.9189 ],['MTG' 'MTG'],LL31,MTG
1712,[ 67.54605  -39.17485   -2.711675],['MTG' 'MTG'],LL31,MTG
1713,[ 32.5301  -43.079    58.71585],['PostCG' 'PostCG'],LL31,S1
1714,[ 35.41445 -42.15125  63.21885],['PostCG' 'PostCG'],LL31,S1
1715,[  9.04530118  25.44577089 -11.68760917],['ACC' 'ACC'],BJH039,ACC
1716,[ 20.61400418  28.02251036 -12.07318264],['OFC' 'OFC'],BJH039,OFC
1717,[ 24.09609017  28.83026935 -12.38925162],['OFC' 'OFC'],BJH039,OFC
1718,[ 28.09937117  29.12433084 -12.5091021 ],['OFC' 'OFC'],BJH039,OFC
1719,[ 32.09397817  29.62676383 -12.08541112],['OFC' 'OFC'],BJH039,OFC
1720,[ 36.13294967  30.61543981 -11.84839263],['OFC' 'OFC'],BJH039,OFC
1721,[ 40.18059517  31.3957443  -12.15491561],['IFG' 'IFG'],BJH039,VLPFC
1722,[ 44.22824067  32.17604879 -12.46143859],['IFG' 'IFG'],BJH039,VLPFC
1723,[ 14.90839166  38.07695299 -20.28599233],['OFC' 'OFC'],BJH039,OFC
1724,[ 18.84128617  38.50988595 -18.58854591],['OFC' 'OFC'],BJH039,OFC
1725,[ 22.72981617  38.4565759  -16.704427  ],['OFC' 'OFC'],BJH039,OFC
1726,[ 26.06146067  38.22234887 -15.37339556],['OFC' 'OFC'],BJH039,OFC
1727,[ 29.42879568  38.68273633 -13.68549515],['OFC' 'OFC'],BJH039,OFC
1728,[ 33.31732568  38.62942628 -11.80137624],['OFC' 'OFC'],BJH039,OFC
1729,[ 37.21452968  38.36774475 -10.4607988 ],['OFC' 'OFC'],BJH039,OFC
1730,[40.59053869 38.61976072 -9.31643986],['OFC' 'OFC'],BJH039,OFC
1731,[43.91350919 38.59390517 -7.44186695],['IFG' 'IFG'],BJH039,VLPFC
1732,[47.23647969 38.56804963 -5.56729404],['IFG' 'IFG'],BJH039,VLPFC
1733,[ 9.18371872 59.45321321 -9.15093373],['FP' 'FP'],BJH039,N
1734,[12.57707572 59.2884862  -9.09365772],['FP' 'FP'],BJH039,N
1735,[16.53599221 59.09630469 -9.02683571],['FP' 'FP'],BJH039,N
1736,[20.49490871 58.90412318 -8.96001369],['MFG' 'MFG'],BJH039,DLPFC
1737,[24.44515121 58.92031316 -8.34965021],['MFG' 'MFG'],BJH039,DLPFC
1738,[28.44843221 59.21437466 -8.4695007 ],['MFG' 'MFG'],BJH039,DLPFC
1739,[31.88615371 59.53589065 -8.59889718],['MFG' 'MFG'],BJH039,DLPFC
1740,[35.83639621 59.55208063 -7.9885337 ],['MFG' 'MFG'],BJH039,DLPFC
1741,[25.90262176 51.35000983 10.14010136],['MFG' 'MFG'],BJH039,DLPFC
1742,[29.85286426 51.36619981 10.75046483],['MFG' 'MFG'],BJH039,DLPFC
1743,[34.32430176 50.86869228 11.55704681],['MFG' 'MFG'],BJH039,DLPFC
1744,[38.23885376 50.19026777 11.81054132],['MFG' 'MFG'],BJH039,DLPFC
1745,[42.19777025 49.99808626 11.87736333],['MFG' 'MFG'],BJH039,DLPFC
1746,[ 7.12608225 35.53009443 10.0089355 ],['ACC' 'ACC'],BJH039,ACC
1747,[11.08499875 35.33791292 10.07575751],['ACC' 'ACC'],BJH039,ACC
1748,[15.04391524 35.14573141 10.14257952],['ACC' 'ACC'],BJH039,ACC
1749,[19.00283174 34.9535499  10.20940153],['ACC' 'ACC'],BJH039,ACC
1750,[22.91738374 34.27512539 10.46289604],['ACC' 'ACC'],BJH039,ACC
1751,[26.82326174 33.80507237 11.25993201],['ACC' 'ACC'],BJH039,ACC
1752,[30.82654274 34.09913386 11.14008153],['ACC' 'ACC'],BJH039,ACC
1753,[34.78545924 33.90695235 11.20690354],['ACC' 'ACC'],BJH039,ACC
1754,[38.17014224 33.95059683 11.80772102],['MFG' 'MFG'],BJH039,DLPFC
1755,[42.17342324 34.24465832 11.68787054],['MFG' 'MFG'],BJH039,DLPFC
1756,[46.08797524 33.56623381 11.94136504],['MFG' 'MFG'],BJH039,DLPFC
1757,[50.00252724 32.8878093  12.19485955],['MFG' 'MFG'],BJH039,DLPFC
1758,[37.8081002  40.77137667 -7.01980752],['IFG' 'IFG'],BJH039,VLPFC
1759,[42.33257619 40.55174066 -6.94343951],['IFG' 'IFG'],BJH039,VLPFC
1760,[46.29149269 40.35955915 -6.87661749],['IFG' 'IFG'],BJH039,VLPFC
1761,[49.68484969 40.19483214 -6.81934148],['IFG' 'IFG'],BJH039,VLPFC
1762,[ 31.67771611 -11.67406636 -20.55161464],['HPC' 'HPC'],BJH039,HPC
1763,[ 63.4389361  -32.11835896 -15.25568407],['MTG' 'MTG'],BJH039,MTG
1764,[ 55.7280826  -22.32905294 -17.12835462],['STS' 'STS'],BJH039,STS
1765,[ 59.6783251  -22.31286296 -16.51799114],['MTG' 'MTG'],BJH039,MTG
1766,[ 64.2028011  -22.53249898 -16.44162312],['MTG' 'MTG'],BJH039,MTG
1767,[ 68.1617176  -22.72468049 -16.37480111],['MTG' 'MTG'],BJH039,MTG
1768,[30.09490619 22.59627071 -4.39606647],['IFG' 'IFG'],BJH039,VLPFC
1769,[34.13387769 23.58494669 -4.15904798],['IFG' 'IFG'],BJH039,VLPFC
1770,[38.13715869 23.87900818 -4.27889846],['IFG' 'IFG'],BJH039,VLPFC
1771,[41.57488019 24.20052417 -4.40829495],['IFG' 'IFG'],BJH039,VLPFC
1772,[45.62252568 24.98082867 -4.71481793],['IFG' 'IFG'],BJH039,VLPFC
1773,[49.67017118 25.76113316 -5.02134091],['IFG' 'IFG'],BJH039,VLPFC
1774,[-44.57441886  -5.67549371 -20.22617649],['STG' 'STG'],BJH039,STG
1775,[-48.53333536  -5.4833122  -20.2929985 ],['STG' 'STG'],BJH039,STG
1776,[-35.99345887 -26.73062368 -18.3962083 ],['PHG' 'PHG'],BJH039,PHC
1777,[-59.18139837 -25.60498913 -18.78759437],['ITS' 'ITS'],BJH039,VS
1778,[-63.14031487 -25.41280762 -18.85441638],['ITS' 'ITS'],BJH039,VS
1779,[-59.84802486 -13.01930763 -21.1222064 ],['MTG' 'MTG'],BJH039,MTG
1780,[-64.37250086 -12.79967161 -21.19857441],['MTG' 'MTG'],BJH039,MTG
1781,[-26.99188568  -6.08904389 -20.6962386 ],['AMY' 'AMY'],BJH042,AMY
1782,[-32.36662404  -6.07820289 -20.75296959],['AMY' 'AMY'],BJH042,AMY
1783,[-37.7413624   -6.06736189 -20.80970058],['AMY' 'AMY'],BJH042,AMY
1784,[-42.58402632  -6.10444489 -20.85430108],['INS' 'INS'],BJH042,INS
1785,[-47.42669024  -6.14152788 -20.89890157],['STG' 'STG'],BJH042,STG
1786,[-53.33350303  -6.08276289 -20.96776306],['STG' 'STG'],BJH042,STG
1787,[-52.97914153 -16.99971059 -19.44616974],['MTG' 'MTG'],BJH042,MTG
1788,[-58.35387989 -16.98886959 -19.50290074],['MTG' 'MTG'],BJH042,MTG
1789,[ 43.52305039  -2.62088545 -34.33340128],['ITG' 'ITG'],BJH042,VS
1790,[ 47.83363987  -2.53587846 -34.30093128],['ITG' 'ITG'],BJH042,VS
1791,[ 51.61215492  -2.40294748 -34.28059178],['ITG' 'ITG'],BJH042,VS
1792,[ 29.49184256  -6.0544924  -20.69900213],['AMY' 'AMY'],BJH042,AMY
1793,[ 44.03177583  -6.66909484 -22.19908255],['INS' 'INS'],BJH042,INS
1794,[ 47.81029088  -6.53616386 -22.17874305],['STG' 'STG'],BJH042,STG
1795,[ 51.61078442  -6.48905037 -22.72455552],['STG' 'STG'],BJH042,STG
1796,[ 55.41127797  -6.44193688 -23.27036799],['MTG' 'MTG'],BJH042,MTG
1797,[ 59.21177152  -6.39482339 -23.81618046],['MTG' 'MTG'],BJH042,MTG
1798,[ 39.5974674  -17.1547266  -20.78666372],['HPC' 'HPC'],BJH042,HPC
1799,[ 42.86588651 -17.05968912 -21.34460669],['FUG' 'FUG'],BJH042,VS
1800,[ 53.57331074 -18.27562149 -22.80045261],['STS' 'STS'],BJH042,STS
1801,[ 57.35182579 -18.14269051 -22.78011311],['STS' 'STS'],BJH042,STS
1802,[ 61.66241527 -18.05768352 -22.74764312],['MTG' 'MTG'],BJH042,MTG
1803,[ 65.40891483 -18.47896897 -23.22888159],['MTG' 'MTG'],BJH042,MTG
1804,[ 52.06770695 -28.01898725 -14.5214272 ],['STS' 'STS'],BJH042,STS
1805,[ 55.31414756 -27.83813228 -14.5132182 ],['MTG' 'MTG'],BJH042,MTG
1806,[ 59.11464111 -27.79101879 -15.05903067],['MTG' 'MTG'],BJH042,MTG
1807,[ 63.44720909 -27.79182929 -15.59271264],['MTG' 'MTG'],BJH042,MTG
1808,[ 22.83373983   7.17445684 -39.95614734],['TP' 'TP'],BJH042,TP
1809,[ 26.4603099    6.54222492 -38.67435593],['TP' 'TP'],BJH042,TP
1810,[ 30.08687996   5.90999301 -37.39256451],['TP' 'TP'],BJH042,TP
1811,[ 33.18137559   5.32568509 -36.1229036 ],['TP' 'TP'],BJH042,TP
1812,[ 36.80794566   4.69345318 -34.84111218],['TP' 'TP'],BJH042,TP
1813,[ 40.51048822   4.44380272 -34.19004673],['TP' 'TP'],BJH042,TP
1814,[ 43.62696235   3.77367731 -33.48653778],['TP' 'TP'],BJH042,TP
1815,[ 26.35260848 -10.04201614 -39.83936049],['PRH' 'PRH'],BJH042,PRH
1816,[ 29.51303961 -10.88377655 -40.26815547],['PRH' 'PRH'],BJH042,PRH
1817,[ 33.21558217 -11.13342701 -39.61709001],['PRH' 'PRH'],BJH042,PRH
1818,[ 36.91812472 -11.38307748 -38.96602456],['FUG' 'FUG'],BJH042,VS
1819,[ 40.64264578 -11.71854544 -38.88111107],['FUG' 'FUG'],BJH042,VS
1820,[ 44.36716684 -12.0540134  -38.79619758],['FUG' 'FUG'],BJH042,VS
1821,[ 48.12370339 -11.83526492 -38.20970612],['ITG' 'ITG'],BJH042,VS
1822,[ 51.88023993 -11.61651644 -37.62321465],['ITG' 'ITG'],BJH042,VS
1823,[ 55.63677648 -11.39776796 -37.03672319],['ITG' 'ITG'],BJH042,VS
1824,[ 25.63168063 -28.31524682 -23.42650964],['PHG' 'PHG'],BJH042,PHC
1825,[ 29.31224469 -28.47907978 -22.20929222],['PHG' 'PHG'],BJH042,PHC
1826,[ 32.96079325 -29.19712919 -21.49365277],['PHG' 'PHG'],BJH042,PHC
1827,[ 36.09924588 -29.9530721  -21.35629578],['PHG' 'PHG'],BJH042,PHC
1828,[ 39.82376694 -30.28854006 -21.27138229],['FUG' 'FUG'],BJH042,VS
1829,[ 43.4723155  -31.00658947 -20.55574285],['FUG' 'FUG'],BJH042,VS
1830,[ 47.12086407 -31.72463888 -19.8401034 ],['FUG' 'FUG'],BJH042,VS
1831,[ 50.84538512 -32.06010684 -19.75518991],['ITG' 'ITG'],BJH042,VS
1832,[ 54.51591219 -32.86397374 -19.60570242],['ITG' 'ITG'],BJH042,VS
1833,[ 58.16446075 -33.58202315 -18.89006298],['ITG' 'ITG'],BJH042,VS
1834,[ 61.28093488 -34.25214856 -18.18655403],['ITG' 'ITG'],BJH042,VS
1835,[ 4.56189901 -6.85399895 10.38477648],['THAL' 'THAL'],BJH042,THAL
1836,[ 8.33037706 -7.36110191  9.33738604],['THAL' 'THAL'],BJH042,THAL
1837,[12.63092955 -7.91612885  8.30212609],['THAL' 'THAL'],BJH042,THAL
1838,[ 29.19307709 -11.02511053   4.2781038 ],['PUT' 'PUT'],BJH042,N
1839,[ 32.96155514 -11.53221349   3.23071336],['INS' 'INS'],BJH042,INS
1840,[ 37.20811364 -12.55563938   2.26002741],['INS' 'INS'],BJH042,INS
1841,[ 41.45467214 -13.57906527   1.28934146],['STG' 'STG'],BJH042,STG
1842,[ 45.75522463 -14.13409222   0.25408151],['STG' 'STG'],BJH042,STG
1843,[ 49.54568118 -14.72701266  -1.35946089],['STG' 'STG'],BJH042,STG
1844,[26.2678949   1.14829592 -6.69757393],['PUT' 'PUT'],BJH042,N
1845,[38.35771842  6.74456533 -0.41176727],['INS' 'INS'],BJH042,INS
1846,[41.16813107  8.63599362  1.08904515],['INS' 'INS'],BJH042,INS
1847,[44.43464567 10.09691648  3.23271403],['INS' 'INS'],BJH042,INS
1848,[47.19106434 11.51994583  4.79810044],['IFG' 'IFG'],BJH042,VLPFC
1849,[49.947483   12.94297518  6.36348685],['IFG' 'IFG'],BJH042,VLPFC
1850,[53.2139976  14.40389803  8.50715573],['IFG' 'IFG'],BJH042,VLPFC
1851,[56.5024907  15.77900339 10.08467265],['IFG' 'IFG'],BJH042,VLPFC
1852,[ 1.94791868 29.95508404 -6.90473517],['ACC' 'ACC'],BJH042,ACC
1853,[ 5.19435929 30.13593902 -6.89652617],['ACC' 'ACC'],BJH042,ACC
1854,[ 8.97287434 30.26887    -6.87618667],['ACC' 'ACC'],BJH042,ACC
1855,[27.91944357 31.40192387 -6.83906318],['OFC' 'OFC'],BJH042,OFC
1856,[31.14390568 31.66859634 -6.26470221],['OFC' 'OFC'],BJH042,OFC
1857,[  1.57378932  11.02307164 -17.57730567],['OFC' 'OFC'],BJH042,OFC
1858,[  4.83026693  11.84396055 -16.50136673],['OFC' 'OFC'],BJH042,OFC
1859,[  8.08674453  12.66484947 -15.42542779],['OFC' 'OFC'],BJH042,OFC
1860,[ 11.39721613  13.95413733 -14.41406284],['OFC' 'OFC'],BJH042,OFC
1861,[ 14.70768773  15.24342519 -13.4026979 ],['OFC' 'OFC'],BJH042,OFC
1862,[ 17.96416533  16.0643141  -12.32675896],['OFC' 'OFC'],BJH042,OFC
1863,[ 21.22064294  16.88520302 -11.25082002],['OFC' 'OFC'],BJH042,OFC
1864,[ 24.47712055  17.70609193 -10.17488108],['OFC' 'OFC'],BJH042,OFC
1865,[28.26567259 18.47905686 -9.08681164],['OFC' 'OFC'],BJH042,OFC
1866,[32.05422463 19.25202178 -7.99874221],['OFC' 'OFC'],BJH042,OFC
1867,[35.31070224 20.07291069 -6.92280327],['OFC' 'OFC'],BJH042,OFC
1868,[38.62117383 21.36219855 -5.91143832],['OFC' 'OFC'],BJH042,OFC
1869,[41.93164543 22.65148641 -4.90007337],['IFG' 'IFG'],BJH042,VLPFC
1870,[45.72019747 23.42445133 -3.81200394],['IFG' 'IFG'],BJH042,VLPFC
1871,[49.50874951 24.19741626 -2.7239345 ],['IFG' 'IFG'],BJH042,VLPFC
1872,[ 21.39826747 -35.26991179 -14.75987929],['PHG' 'PHG'],OS63,PHC
1873,[ 24.89355783 -35.18933109 -14.92252001],['PHG' 'PHG'],OS63,PHC
1874,[ 28.3888482  -35.10875038 -15.08516072],['PHG' 'PHG'],OS63,PHC
1875,[ 31.88413857 -35.02816967 -15.24780144],['PHG' 'PHG'],OS63,PHC
1876,[ 35.37942893 -34.94758897 -15.41044215],['PHG' 'PHG'],OS63,PHC
1877,[ 38.8747193  -34.86700826 -15.57308287],['FUG' 'FUG'],OS63,VS
1878,[ 42.37000967 -34.78642755 -15.73572359],['FUG' 'FUG'],OS63,VS
1879,[ 45.86530003 -34.70584685 -15.8983643 ],['FUG' 'FUG'],OS63,VS
1880,[ 56.35117114 -34.46410472 -16.38628645],['MTG' 'MTG'],OS63,MTG
1881,[ 55.56748715 -39.78637008  17.29915675],['TPJ' 'TPJ'],OS63,parietal
1882,[ 59.05564976 -39.67587745  17.033614  ],['TPJ' 'TPJ'],OS63,parietal
1883,[ 43.31822852 -22.91292144 -13.87856757],['FUG' 'FUG'],OS63,VS
1884,[ 34.45986698 -24.66656292   4.46181793],['INS' 'INS'],OS63,INS
1885,[ 37.94491888 -24.48808714   4.19244901],['A1' 'A1'],OS63,A1
1886,[ 41.42997079 -24.30961136   3.92308009],['A1' 'A1'],OS63,A1
1887,[ 44.91502269 -24.13113558   3.65371117],['A1' 'A1'],OS63,A1
1888,[ 48.4000746  -23.9526598    3.38434225],['A1' 'A1'],OS63,A1
1889,[ 51.88512651 -23.77418402   3.11497333],['A1' 'A1'],OS63,A1
1890,[ 55.37017841 -23.59570825   2.84560441],['STG' 'STG'],OS63,STG
1891,[ 58.85523032 -23.41723247   2.57623549],['STG' 'STG'],OS63,STG
1892,[ 36.49426006 -12.39401832 -16.91033287],['PRH' 'PRH'],OS63,PRH
1893,[45.8777491  -4.03061338 -3.26287015],['STG' 'STG'],OS63,STG
1894,[49.36654883 -3.8558683  -3.4813664 ],['STG' 'STG'],OS63,STG
1895,[52.85534855 -3.68112323 -3.69986266],['STG' 'STG'],OS63,STG
1896,[ 20.23966576  -9.7711799  -27.91244576],['EC' 'EC'],OS63,EC
1897,[ 23.72626139  -9.57991568 -28.15133686],['EC' 'EC'],OS63,EC
1898,[ 27.21285701  -9.38865145 -28.39022795],['EC' 'EC'],OS63,EC
1899,[ 30.69945263  -9.19738723 -28.62911905],['PRH' 'PRH'],OS63,PRH
1900,[ 34.18604826  -9.006123   -28.86801014],['PRH' 'PRH'],OS63,PRH
1901,[ 25.08717191  -0.42905585 -18.49016978],['AMY' 'AMY'],OS63,AMY
1902,[ 28.58377264  -0.29086911 -18.42170293],['AMY' 'AMY'],OS63,AMY
1903,[29.2935888  23.93693349  3.42747757],['INS' 'INS'],OS63,INS
1904,[32.70884568 24.6629325   3.18468977],['IFG' 'IFG'],OS63,VLPFC
1905,[36.12410255 25.38893151  2.94190198],['IFG' 'IFG'],OS63,VLPFC
1906,[39.53935943 26.11493052  2.69911419],['IFG' 'IFG'],OS63,VLPFC
1907,[42.95461631 26.84092954  2.45632639],['IFG' 'IFG'],OS63,VLPFC
1908,[46.36987318 27.56692855  2.2135386 ],['IFG' 'IFG'],OS63,VLPFC
1909,[31.9058519  11.82000114 -8.46809723],['INS' 'INS'],OS63,INS
